Unnamed: 0,AvgSpeed,Country,DangerLvl,NoAccidents,NoFatalities,NoJourneys,PoliceActivity,RoadCond,Season,Weather,Weekend
4838,low,Europe,low,medium,high,medium,regular,bad,fall,bad,working
4839,high,US,low,medium,high,medium,regular,bad,fall,bad,weekend
4842,low,US,low,low,low,low,increased,bad,winter,bad,working
4844,low,US,low,medium,high,medium,regular,bad,summer,bad,working
4845,low,US,low,low,low,medium,regular,bad,spring,bad,working
4849,high,Europe,low,low,medium,medium,regular,bad,winter,bad,working
4854,low,UK,low,low,low,medium,regular,bad,spring,bad,working
4855,low,UK,low,low,low,medium,regular,bad,winter,bad,weekend
4856,low,UK,low,medium,medium,medium,regular,good,fall,good,weekend
4857,low,US,low,high,high,low,regular,bad,winter,bad,working
4859,low,Europe,low,medium,high,medium,regular,good,winter,bad,holiday
4861,low,US,low,low,low,medium,regular,bad,fall,bad,weekend
4862,low,US,low,medium,high,low,regular,bad,spring,bad,weekend
4864,low,UK,low,low,low,medium,regular,good,fall,good,working
4865,high,US,low,medium,low,medium,regular,good,fall,good,working
4867,low,UK,low,low,medium,medium,regular,good,winter,good,working
4869,low,US,low,low,low,medium,regular,bad,winter,bad,working
4870,low,Europe,low,medium,high,medium,regular,good,summer,good,weekend
4872,low,Europe,low,medium,medium,low,regular,bad,spring,bad,weekend
4875,low,Europe,low,low,medium,medium,regular,bad,winter,bad,weekend
4876,low,US,low,low,low,medium,regular,bad,spring,bad,working
4877,high,UK,low,low,high,low,regular,good,spring,bad,working
4878,high,Europe,high,high,high,low,regular,good,fall,bad,holiday
4879,low,Europe,low,low,low,medium,regular,good,spring,bad,working
4880,high,US,low,low,low,low,regular,bad,fall,bad,holiday
4881,low,US,low,medium,high,medium,regular,good,fall,good,working
4883,low,Europe,low,low,low,medium,increased,good,fall,good,weekend
4884,low,UK,low,low,low,medium,regular,bad,fall,bad,working
4886,low,Europe,low,high,medium,medium,regular,good,fall,good,weekend
4887,high,Europe,low,low,low,medium,regular,good,spring,good,weekend
4889,high,Europe,low,low,low,medium,regular,good,spring,good,weekend
4890,high,UK,low,low,low,medium,regular,good,summer,good,working
4891,high,Europe,low,medium,low,medium,regular,good,spring,good,working
4893,low,UK,high,high,medium,medium,regular,bad,spring,good,working
4894,low,Europe,low,medium,low,medium,regular,bad,spring,bad,weekend
4896,low,UK,low,low,high,medium,regular,bad,fall,good,working
4897,high,US,low,low,low,low,regular,good,fall,good,working
4898,high,US,low,low,low,low,regular,good,fall,good,weekend
4899,low,Europe,low,medium,low,medium,regular,bad,fall,bad,weekend
4900,high,US,low,low,medium,low,regular,good,summer,good,weekend
4901,high,Europe,low,high,high,medium,regular,good,summer,good,working
4902,low,UK,low,low,low,low,regular,bad,spring,bad,working
4903,low,Europe,low,medium,low,medium,regular,bad,winter,good,holiday
4905,high,UK,low,low,low,medium,regular,bad,winter,bad,working
4906,high,Europe,low,medium,low,medium,regular,good,fall,good,working
4907,low,Europe,low,low,low,low,increased,good,summer,good,holiday
4908,low,Europe,low,high,low,medium,regular,bad,winter,bad,working
4910,low,Europe,low,medium,medium,medium,regular,bad,winter,bad,working
4916,high,Europe,low,medium,low,medium,regular,good,summer,good,working
4917,low,UK,low,medium,medium,low,regular,bad,fall,bad,weekend
4918,low,US,low,medium,high,medium,regular,good,spring,good,working
4920,low,US,low,medium,medium,medium,regular,good,spring,bad,working
4922,low,Europe,low,low,high,low,regular,good,spring,bad,holiday
4923,high,Europe,low,low,medium,medium,regular,good,summer,good,working
4924,low,UK,low,low,low,medium,regular,bad,spring,bad,working
4926,low,Europe,low,low,medium,medium,regular,good,fall,bad,working
4927,high,Europe,low,medium,high,medium,regular,good,winter,bad,working
4928,high,US,low,high,high,low,regular,good,spring,bad,weekend
4929,low,Europe,low,low,low,low,regular,bad,winter,bad,weekend
4930,low,UK,low,low,low,low,regular,bad,spring,bad,working
4931,high,US,high,low,low,medium,regular,good,summer,bad,working
4932,high,Europe,low,low,low,low,regular,good,fall,good,weekend
4933,high,US,high,medium,high,low,regular,good,summer,good,weekend
4934,high,US,low,low,low,medium,regular,good,spring,good,weekend
4936,low,UK,low,high,high,medium,regular,good,spring,good,working
4937,high,UK,low,low,low,medium,regular,good,summer,good,working
4939,high,UK,low,low,low,medium,regular,good,summer,good,weekend
4941,low,UK,low,medium,high,medium,regular,good,summer,good,weekend
4942,low,Europe,low,low,low,low,regular,bad,winter,bad,working
4943,high,Europe,low,low,low,medium,regular,bad,winter,bad,weekend
4944,low,Europe,low,high,high,medium,regular,bad,fall,good,working
4945,low,Europe,low,high,medium,medium,regular,good,spring,good,weekend
4947,low,UK,low,low,low,low,regular,bad,spring,bad,working
4949,high,US,high,medium,high,low,regular,bad,spring,good,weekend
4951,low,Europe,high,low,low,low,regular,bad,winter,bad,working
4952,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
4953,low,UK,low,medium,high,medium,regular,bad,summer,bad,working
4955,high,US,low,medium,medium,medium,regular,good,summer,good,weekend
4956,high,Europe,low,medium,low,medium,regular,bad,winter,bad,holiday
4957,high,Europe,low,low,low,low,regular,good,spring,good,holiday
4958,high,US,low,medium,medium,medium,regular,good,spring,good,working
4961,low,Europe,low,low,medium,medium,regular,bad,fall,good,weekend
4962,low,Europe,high,high,medium,medium,regular,bad,fall,bad,working
4963,high,US,low,high,medium,medium,regular,good,fall,good,weekend
4964,low,US,low,medium,low,medium,regular,bad,spring,bad,working
4966,low,US,low,high,medium,medium,regular,bad,spring,bad,working
4968,high,Europe,low,low,medium,low,regular,bad,winter,bad,working
4969,high,Europe,low,medium,low,medium,regular,bad,winter,bad,working
4970,low,Europe,low,low,medium,medium,regular,good,fall,good,working
4971,high,Europe,low,medium,low,medium,regular,good,spring,good,working
4973,low,US,low,low,low,low,regular,bad,spring,bad,weekend
4976,high,US,low,medium,medium,medium,regular,good,spring,good,holiday
4978,high,Europe,high,low,low,low,regular,good,winter,bad,working
4980,low,US,low,high,high,medium,regular,good,spring,good,weekend
4982,low,US,low,low,low,low,regular,bad,spring,good,weekend
4985,low,UK,low,low,low,medium,regular,bad,winter,bad,working
4987,low,Europe,low,low,low,medium,increased,good,summer,good,weekend
4989,high,Europe,low,low,low,low,regular,good,fall,good,working
4991,high,Europe,low,low,medium,medium,regular,bad,winter,bad,weekend
4992,low,Europe,low,low,low,medium,regular,bad,spring,bad,working
4994,low,Europe,low,high,high,low,regular,bad,spring,bad,working
4995,low,US,low,medium,medium,low,regular,good,winter,good,weekend
4997,low,Europe,low,low,low,low,regular,bad,fall,bad,working
5000,high,Europe,low,low,medium,medium,regular,good,summer,bad,weekend
5002,high,Europe,low,low,low,medium,regular,good,spring,good,working
5004,low,Europe,low,low,high,medium,increased,bad,spring,bad,working
5005,low,US,low,high,high,medium,regular,bad,winter,good,working
5006,low,US,low,low,low,medium,regular,good,summer,good,weekend
5011,high,Europe,low,low,medium,medium,regular,good,winter,good,weekend
5013,low,US,low,medium,high,medium,regular,bad,fall,bad,weekend
5015,high,UK,high,medium,low,medium,regular,bad,winter,bad,working
5018,low,US,low,low,low,low,increased,bad,summer,bad,working
5019,low,Europe,low,low,low,low,regular,bad,winter,bad,working
5020,high,US,low,low,high,low,regular,good,winter,bad,weekend
5022,high,US,low,low,low,low,regular,good,spring,good,working
5025,high,UK,low,low,low,low,regular,good,fall,bad,working
5026,low,Europe,low,low,high,low,regular,bad,spring,bad,working
5028,low,Europe,low,medium,low,medium,regular,good,summer,good,working
5029,low,Europe,low,low,low,medium,regular,bad,spring,good,weekend
5030,low,UK,low,high,high,medium,regular,bad,winter,bad,working
5031,low,Europe,low,low,low,medium,regular,good,summer,bad,weekend
5032,high,US,low,medium,high,medium,regular,good,fall,good,weekend
5033,high,Europe,low,medium,high,medium,regular,bad,winter,bad,working
5034,low,Europe,low,low,high,low,regular,bad,winter,bad,working
5036,high,US,low,low,low,medium,increased,good,spring,bad,working
5037,low,Europe,low,medium,high,medium,regular,good,summer,good,holiday
5038,low,Europe,low,low,low,medium,regular,good,summer,good,weekend
5039,high,US,low,medium,medium,medium,regular,good,summer,good,working
5041,low,UK,low,low,low,medium,regular,good,spring,good,working
5042,low,UK,low,low,low,medium,regular,bad,spring,bad,holiday
5043,low,UK,low,low,medium,medium,regular,good,summer,good,weekend
5046,low,Europe,low,medium,medium,medium,regular,good,spring,good,working
5048,low,US,low,high,high,medium,regular,good,summer,good,working
5050,low,UK,low,low,low,medium,regular,good,fall,good,weekend
5051,high,Europe,low,medium,high,medium,regular,bad,winter,bad,working
5053,low,Europe,low,low,low,medium,regular,bad,fall,bad,working
5057,high,Europe,low,medium,medium,medium,regular,bad,winter,bad,working
5060,low,US,low,low,low,low,regular,bad,winter,bad,working
5062,high,Europe,low,high,medium,medium,regular,good,summer,good,weekend
5063,low,US,low,high,medium,medium,regular,good,fall,good,working
5065,low,UK,low,low,low,medium,regular,bad,summer,bad,holiday
5067,low,US,low,low,low,medium,regular,bad,fall,bad,weekend
5069,low,UK,low,medium,low,medium,increased,bad,winter,bad,working
5070,low,US,low,high,high,medium,regular,good,spring,good,working
5073,low,US,low,medium,high,medium,regular,bad,fall,bad,working
5075,low,Europe,high,medium,medium,low,regular,bad,winter,bad,working
5076,high,Europe,low,medium,medium,medium,regular,good,summer,good,working
5081,high,US,low,low,medium,low,regular,bad,spring,bad,holiday
5082,low,US,low,low,medium,low,regular,good,winter,bad,holiday
5083,high,Europe,low,low,high,medium,regular,good,fall,good,working
5084,low,UK,low,low,medium,medium,regular,good,fall,bad,holiday
5086,high,US,low,low,medium,medium,regular,good,fall,good,weekend
5087,low,Europe,low,medium,medium,medium,regular,good,fall,good,working
5088,high,Europe,low,low,low,medium,regular,good,summer,good,holiday
5089,low,UK,low,low,low,medium,regular,bad,summer,good,weekend
5090,low,US,low,high,medium,medium,regular,good,fall,good,working
5091,high,Europe,low,low,medium,medium,regular,good,summer,good,working
5092,low,Europe,low,low,medium,medium,regular,good,summer,good,working
5094,high,Europe,low,low,low,low,regular,good,spring,good,working
5096,low,Europe,low,medium,medium,low,regular,bad,summer,bad,working
5098,high,UK,low,low,low,medium,regular,good,fall,good,working
5101,high,Europe,low,low,low,medium,regular,good,fall,good,working
5104,low,Europe,low,medium,high,medium,regular,bad,winter,bad,working
5105,low,Europe,low,medium,high,medium,regular,good,spring,good,working
5107,low,Europe,low,low,low,medium,regular,bad,fall,bad,weekend
5109,low,UK,low,low,medium,medium,regular,good,spring,good,working
5111,high,US,low,low,low,medium,regular,good,spring,good,holiday
5113,low,US,low,low,low,medium,regular,good,summer,good,working
5115,high,Europe,low,high,high,medium,regular,good,summer,good,working
5116,high,US,low,low,medium,low,regular,bad,winter,bad,holiday
5117,low,US,low,low,low,medium,regular,good,spring,good,weekend
5119,low,UK,low,low,medium,medium,regular,bad,spring,bad,working
5120,low,Europe,low,medium,low,medium,regular,good,fall,good,working
5121,low,Europe,low,high,medium,low,regular,bad,winter,bad,weekend
5122,high,UK,low,medium,high,medium,regular,good,fall,good,working
5123,high,Europe,low,low,low,medium,regular,bad,fall,bad,working
5124,low,UK,low,medium,medium,medium,regular,good,spring,good,working
5125,high,US,low,low,low,low,regular,good,winter,good,weekend
5131,low,US,low,medium,low,medium,regular,bad,summer,bad,working
5132,high,Europe,low,medium,medium,medium,regular,good,spring,good,working
5133,high,UK,low,low,low,medium,regular,good,winter,good,working
5134,high,Europe,low,medium,medium,medium,regular,good,summer,good,working
5135,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
5136,high,Europe,low,low,low,medium,regular,good,spring,good,weekend
5137,low,Europe,low,medium,medium,medium,regular,bad,winter,bad,working
5139,low,UK,low,low,low,low,regular,bad,fall,bad,working
5140,high,US,low,low,low,medium,regular,good,winter,good,working
5141,low,US,low,low,low,medium,regular,bad,fall,bad,working
5142,high,Europe,low,medium,medium,medium,regular,good,spring,bad,working
5145,high,UK,low,medium,low,low,regular,good,fall,good,working
5146,high,US,low,low,low,low,regular,bad,spring,bad,working
5148,low,UK,low,low,high,low,regular,good,spring,good,weekend
5149,high,Europe,high,medium,medium,medium,regular,bad,winter,good,working
5150,high,Europe,low,high,low,medium,regular,good,fall,good,working
5151,low,US,low,low,low,low,regular,good,fall,good,working
5152,low,Europe,low,medium,high,medium,regular,good,fall,good,working
5158,high,US,low,low,low,medium,regular,bad,spring,bad,weekend
5159,high,Europe,low,low,low,medium,regular,bad,winter,bad,working
5160,high,UK,low,low,high,medium,regular,good,summer,good,weekend
5163,low,US,low,medium,low,low,regular,bad,spring,good,weekend
5164,low,US,low,low,low,medium,regular,bad,fall,bad,working
5165,low,Europe,low,low,low,medium,regular,good,summer,good,weekend
5166,low,Europe,low,low,low,low,regular,bad,winter,bad,weekend
5167,high,US,low,high,high,medium,regular,good,winter,good,weekend
5168,low,US,low,medium,medium,medium,regular,bad,summer,good,working
5170,high,Europe,low,low,medium,low,regular,bad,spring,bad,working
5171,high,US,low,high,low,medium,regular,good,summer,good,working
5173,low,Europe,low,low,low,medium,regular,good,summer,good,working
5174,low,US,low,medium,high,medium,regular,good,fall,good,holiday
5175,high,Europe,low,low,medium,medium,regular,good,summer,good,weekend
5177,low,UK,low,low,low,low,regular,good,summer,good,working
5178,high,US,high,high,high,low,regular,bad,winter,good,weekend
5181,low,Europe,low,low,low,low,regular,bad,winter,bad,weekend
5183,high,US,low,medium,low,medium,regular,good,summer,good,working
5185,low,Europe,low,medium,high,medium,regular,good,fall,good,working
5186,low,Europe,low,low,low,medium,increased,bad,fall,bad,weekend
5187,high,UK,low,low,low,low,regular,good,summer,good,weekend
5188,low,Europe,low,low,medium,medium,increased,bad,winter,bad,working
5191,high,Europe,low,low,low,low,regular,bad,winter,bad,holiday
5192,low,UK,high,high,high,medium,regular,bad,fall,bad,holiday
5193,low,US,low,low,medium,medium,regular,good,summer,good,working
5194,low,US,low,low,medium,medium,increased,bad,fall,bad,working
5196,low,Europe,low,medium,high,medium,regular,bad,fall,bad,working
5199,low,Europe,low,medium,high,low,increased,bad,winter,bad,working
5202,low,Europe,low,medium,low,medium,regular,good,fall,good,working
5203,high,US,low,medium,medium,medium,regular,good,spring,good,working
5205,low,US,low,low,low,medium,regular,bad,winter,bad,working
5207,low,Europe,low,medium,medium,medium,regular,bad,summer,good,working
5208,low,US,low,medium,medium,medium,regular,bad,winter,bad,working
5209,high,UK,low,low,low,medium,regular,good,spring,good,working
5210,low,US,low,medium,low,medium,regular,bad,winter,bad,working
5211,low,UK,low,high,high,medium,regular,bad,summer,good,weekend
5212,high,Europe,low,high,high,medium,regular,good,spring,bad,weekend
5213,low,US,high,high,high,low,regular,bad,winter,bad,working
5220,low,UK,low,low,low,low,regular,bad,winter,bad,weekend
5221,low,US,low,low,high,medium,regular,bad,winter,bad,weekend
5223,high,US,low,medium,medium,medium,regular,good,summer,good,working
5225,low,Europe,low,low,low,low,regular,bad,fall,bad,holiday
5227,low,UK,high,high,high,medium,regular,bad,fall,good,working
5228,high,Europe,high,medium,high,medium,regular,bad,fall,good,working
5229,high,US,low,low,low,low,regular,good,summer,bad,working
5236,low,US,low,high,high,medium,regular,bad,spring,bad,working
5237,high,UK,low,low,low,medium,regular,good,spring,good,working
5238,high,Europe,low,medium,low,medium,regular,good,summer,good,working
5239,high,US,low,low,low,low,regular,good,fall,good,weekend
5242,high,Europe,low,medium,medium,medium,regular,good,winter,good,working
5245,high,US,low,low,low,medium,regular,good,summer,good,working
5246,high,Europe,low,medium,high,low,regular,good,winter,good,weekend
5247,low,Europe,low,medium,medium,low,regular,bad,spring,bad,working
5249,low,US,low,high,low,medium,regular,bad,winter,bad,working
5250,high,Europe,low,medium,high,medium,regular,good,summer,good,working
5252,low,US,low,low,low,low,regular,bad,spring,bad,holiday
5254,high,Europe,low,high,medium,medium,regular,good,summer,good,weekend
5255,low,Europe,low,low,low,low,regular,good,spring,good,working
5258,low,US,low,low,low,medium,regular,good,spring,good,working
5260,low,US,low,low,low,medium,regular,bad,summer,bad,working
5262,low,US,low,low,low,low,regular,bad,winter,good,weekend
5263,high,Europe,low,high,high,medium,regular,good,summer,good,working
5265,low,Europe,low,low,low,low,regular,bad,winter,bad,weekend
5267,high,Europe,low,low,low,medium,regular,good,summer,good,working
5270,low,Europe,low,low,medium,medium,regular,bad,winter,bad,working
5271,low,Europe,low,medium,low,medium,regular,good,summer,good,weekend
5273,low,UK,low,medium,low,medium,regular,good,summer,good,working
5274,low,Europe,low,medium,medium,medium,regular,bad,spring,good,working
5275,high,UK,low,medium,high,medium,regular,good,fall,good,weekend
5279,low,Europe,low,high,medium,low,regular,bad,spring,bad,working
5282,high,Europe,low,low,medium,medium,regular,bad,fall,bad,weekend
5283,low,Europe,low,low,low,low,regular,bad,winter,good,weekend
5285,high,UK,low,low,low,low,regular,good,spring,good,weekend
5286,high,US,low,low,medium,medium,regular,good,fall,good,weekend
5287,low,Europe,low,medium,low,low,increased,bad,fall,bad,working
5288,high,Europe,low,low,low,medium,increased,good,summer,good,working
5289,low,US,low,low,low,low,regular,bad,fall,bad,working
5292,low,US,low,medium,high,low,increased,bad,fall,bad,working
5293,low,Europe,low,medium,low,medium,regular,bad,spring,good,weekend
5295,low,Europe,low,low,high,medium,regular,bad,winter,bad,working
5296,low,US,low,low,low,medium,regular,good,summer,good,working
5297,low,UK,low,low,low,low,regular,bad,winter,bad,weekend
5300,high,UK,low,medium,high,medium,regular,bad,fall,good,working
5302,high,US,low,low,low,medium,regular,bad,winter,bad,working
5303,high,Europe,low,low,medium,medium,regular,bad,winter,bad,working
5308,high,Europe,low,low,low,medium,regular,bad,fall,bad,weekend
5310,high,UK,low,low,low,medium,increased,good,summer,good,working
5312,high,Europe,low,low,low,medium,regular,good,summer,good,working
5313,high,Europe,low,medium,medium,medium,regular,good,summer,good,weekend
5314,low,US,low,low,low,medium,regular,good,summer,good,working
5316,low,US,low,low,low,low,regular,bad,spring,good,working
5321,high,Europe,low,medium,high,medium,regular,bad,winter,bad,working
5322,low,Europe,low,low,medium,medium,regular,good,summer,good,working
5323,low,Europe,low,low,low,medium,regular,good,summer,good,working
5324,high,UK,low,high,high,low,regular,good,fall,good,working
5325,high,Europe,low,low,low,medium,regular,good,spring,good,working
5327,low,US,low,low,medium,medium,regular,bad,fall,bad,working
5329,low,UK,low,medium,low,medium,regular,bad,fall,good,working
5330,high,US,low,low,low,low,regular,good,fall,good,holiday
5332,high,Europe,low,low,low,low,regular,bad,spring,bad,weekend
5334,low,Europe,low,medium,low,low,regular,bad,winter,bad,weekend
5339,low,US,low,medium,low,medium,regular,good,fall,good,working
5340,low,Europe,low,low,low,low,regular,bad,fall,bad,working
5341,low,Europe,low,low,low,low,regular,good,spring,good,working
5342,low,Europe,high,medium,medium,medium,regular,bad,spring,bad,working
5343,low,US,low,medium,medium,low,regular,bad,winter,bad,weekend
5344,low,Europe,low,high,medium,low,regular,good,spring,bad,working
5347,high,Europe,low,medium,low,medium,regular,good,fall,good,working
5349,low,US,low,medium,medium,low,regular,bad,fall,bad,working
5350,high,UK,low,low,low,medium,regular,good,winter,bad,weekend
5357,low,US,low,low,low,medium,regular,bad,winter,bad,working
5358,high,Europe,low,low,low,medium,regular,good,summer,good,working
5359,high,Europe,low,low,medium,medium,regular,good,summer,good,working
5363,low,Europe,low,low,medium,medium,regular,bad,summer,bad,working
5364,low,US,low,low,medium,low,regular,bad,fall,bad,working
5365,high,UK,low,medium,low,medium,regular,good,summer,good,working
5367,high,US,low,medium,high,low,regular,bad,spring,bad,weekend
5369,low,Europe,low,high,high,medium,regular,good,fall,good,weekend
5370,low,US,low,low,medium,medium,regular,good,summer,good,working
5372,high,US,low,low,low,medium,increased,good,summer,good,weekend
5375,low,UK,low,medium,medium,medium,regular,bad,summer,bad,weekend
5376,low,Europe,low,low,medium,medium,regular,good,winter,good,working
5378,low,Europe,low,low,low,medium,regular,good,summer,good,working
5379,high,Europe,high,high,medium,medium,regular,good,spring,good,working
5380,low,UK,low,low,low,medium,regular,good,summer,good,weekend
5381,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
5383,low,US,low,medium,high,medium,regular,good,spring,bad,working
5384,low,US,low,high,medium,low,regular,bad,winter,bad,working
5385,low,UK,low,low,medium,medium,regular,bad,spring,bad,working
5387,low,Europe,low,low,low,medium,regular,good,summer,good,weekend
5389,high,Europe,low,low,medium,medium,regular,good,summer,good,weekend
5391,low,UK,low,low,low,medium,regular,good,summer,good,weekend
5392,low,Europe,low,low,medium,low,regular,bad,summer,bad,weekend
5395,high,Europe,low,medium,low,medium,regular,bad,winter,bad,working
5396,low,Europe,low,low,medium,low,regular,good,spring,bad,working
5400,high,US,low,medium,high,medium,regular,good,summer,good,working
5401,high,US,low,low,low,low,regular,good,winter,bad,weekend
5402,low,UK,low,medium,low,low,regular,bad,fall,bad,working
5403,low,Europe,low,high,medium,medium,regular,good,fall,good,working
5404,high,UK,low,low,low,low,regular,good,fall,good,working
5405,low,Europe,high,low,medium,low,regular,bad,winter,bad,working
5406,high,Europe,low,medium,high,medium,regular,bad,winter,bad,weekend
5407,high,US,low,high,high,medium,regular,good,summer,good,working
5408,low,UK,low,high,high,low,regular,bad,fall,bad,working
5409,low,Europe,low,low,high,low,regular,good,summer,good,weekend
5411,high,UK,low,medium,high,medium,regular,good,summer,good,weekend
5412,low,UK,low,high,high,medium,regular,good,spring,good,holiday
5413,high,Europe,low,low,medium,medium,regular,good,summer,good,working
5414,high,Europe,low,medium,high,medium,regular,good,summer,good,working
5417,low,Europe,low,low,medium,medium,regular,bad,summer,bad,working
5418,low,US,low,low,low,medium,regular,bad,spring,bad,working
5419,low,US,low,low,low,low,regular,bad,spring,good,working
5420,low,US,low,low,low,low,regular,bad,summer,bad,working
5426,low,Europe,low,low,medium,low,regular,bad,summer,good,working
5428,low,Europe,low,low,medium,medium,increased,good,fall,good,working
5431,low,UK,low,low,low,medium,regular,bad,spring,bad,working
5433,low,Europe,low,low,low,medium,increased,bad,summer,good,working
5434,low,US,low,low,low,medium,regular,bad,spring,bad,weekend
5435,low,Europe,low,low,medium,low,regular,bad,fall,bad,weekend
5438,low,Europe,low,medium,medium,medium,regular,bad,spring,good,working
5439,high,UK,low,low,low,medium,regular,good,summer,good,weekend
5440,high,Europe,low,low,medium,low,regular,good,spring,bad,working
5441,low,Europe,low,low,medium,medium,regular,good,summer,good,working
5442,high,US,high,high,high,medium,regular,good,summer,good,holiday
5443,low,US,low,low,medium,medium,regular,bad,winter,bad,working
5444,low,UK,low,low,low,medium,increased,good,fall,good,holiday
5445,low,Europe,low,medium,low,low,regular,good,spring,bad,working
5446,high,UK,low,low,low,low,regular,good,spring,good,working
5447,high,Europe,high,low,medium,medium,regular,bad,spring,bad,working
5449,low,Europe,low,high,medium,medium,regular,good,summer,good,working
5452,low,Europe,low,low,low,low,regular,bad,fall,bad,working
5454,high,Europe,low,low,low,medium,regular,good,spring,good,working
5455,low,US,low,medium,medium,medium,regular,bad,fall,bad,weekend
5456,low,Europe,low,medium,medium,low,regular,bad,winter,bad,working
5457,high,US,low,low,low,low,regular,bad,winter,bad,weekend
5458,low,Europe,low,low,high,medium,regular,good,summer,bad,working
5459,low,US,low,medium,low,medium,regular,bad,fall,bad,working
5460,low,US,low,medium,low,low,regular,good,fall,bad,working
5461,high,US,low,high,high,medium,regular,bad,winter,bad,working
5463,low,UK,low,low,medium,low,regular,bad,spring,bad,working
5464,low,US,low,low,low,low,regular,bad,winter,bad,working
5465,low,Europe,low,medium,high,medium,regular,good,summer,good,weekend
5467,low,Europe,low,medium,medium,medium,regular,bad,fall,good,weekend
5468,high,US,high,high,high,medium,regular,bad,fall,bad,working
5470,low,Europe,low,high,medium,low,regular,bad,winter,bad,weekend
5473,high,Europe,low,medium,medium,medium,regular,good,fall,good,weekend
5474,high,UK,low,low,medium,low,regular,good,summer,good,working
5477,high,Europe,high,low,low,low,regular,bad,fall,bad,working
5480,low,Europe,low,low,low,low,regular,bad,winter,bad,working
5483,high,US,low,high,low,medium,regular,good,summer,good,working
5484,low,Europe,low,low,low,low,regular,bad,fall,good,working
5485,low,US,low,low,low,medium,regular,good,spring,good,working
5486,high,Europe,low,low,low,medium,regular,good,spring,good,weekend
5487,low,Europe,low,high,high,medium,regular,bad,spring,bad,weekend
5493,high,US,low,low,low,medium,regular,good,summer,good,working
5495,low,US,low,high,medium,medium,regular,good,summer,good,working
5497,low,UK,low,low,low,low,increased,bad,winter,bad,working
5498,low,UK,low,medium,medium,medium,regular,bad,winter,bad,weekend
5499,low,Europe,low,low,low,low,regular,bad,fall,bad,working
5501,low,Europe,low,low,low,medium,regular,good,summer,good,working
5504,high,US,low,medium,medium,medium,regular,good,spring,good,working
5505,low,US,low,high,high,medium,regular,good,summer,good,weekend
5506,high,UK,low,low,low,medium,regular,bad,winter,bad,working
5511,low,US,low,medium,medium,medium,regular,good,fall,good,working
5512,high,Europe,low,high,medium,medium,regular,good,fall,good,working
5513,high,US,low,low,medium,low,regular,bad,winter,bad,working
5514,low,US,low,low,low,low,regular,bad,spring,bad,working
5516,low,UK,low,low,low,medium,regular,bad,spring,bad,working
5517,low,Europe,low,low,low,low,regular,bad,spring,bad,working
5520,high,Europe,low,medium,low,medium,regular,good,summer,good,working
5521,high,US,low,low,low,medium,regular,bad,spring,bad,working
5523,high,US,low,high,medium,medium,regular,good,fall,bad,working
5525,high,US,low,low,low,low,regular,bad,spring,bad,working
5527,low,US,low,low,low,medium,regular,good,summer,good,working
5528,low,US,low,low,medium,low,regular,bad,summer,bad,holiday
5529,low,Europe,low,medium,medium,low,regular,good,winter,good,working
5530,low,US,low,low,medium,low,regular,bad,winter,bad,weekend
5531,low,Europe,low,medium,medium,medium,regular,good,summer,good,working
5532,low,US,low,high,high,low,regular,bad,winter,bad,weekend
5533,low,Europe,low,low,low,low,regular,bad,fall,bad,working
5535,low,Europe,low,low,low,medium,regular,bad,fall,bad,working
5536,low,Europe,low,medium,low,medium,regular,good,summer,good,working
5540,high,Europe,low,high,high,medium,regular,good,spring,good,weekend
5542,high,US,low,high,high,medium,regular,bad,fall,bad,weekend
5544,low,Europe,low,low,low,low,regular,bad,spring,bad,holiday
5545,high,UK,low,low,low,medium,regular,good,winter,good,working
5546,high,Europe,low,medium,low,low,regular,bad,fall,bad,weekend
5547,low,Europe,low,medium,medium,low,regular,bad,winter,bad,holiday
5548,low,US,low,low,medium,low,increased,bad,spring,bad,working
5551,high,US,low,medium,low,medium,regular,good,fall,good,working
5552,low,Europe,low,low,medium,medium,regular,bad,fall,bad,holiday
5553,high,Europe,low,low,low,medium,regular,good,spring,good,working
5554,high,Europe,low,low,medium,medium,regular,bad,winter,bad,working
5555,low,US,low,low,medium,medium,regular,bad,summer,good,weekend
5556,low,UK,low,low,medium,medium,regular,bad,summer,good,working
5559,high,US,low,low,low,low,regular,bad,winter,bad,weekend
5560,low,US,low,medium,high,medium,regular,bad,winter,bad,working
5561,high,Europe,low,low,low,medium,regular,bad,fall,good,weekend
5565,high,Europe,high,medium,low,low,regular,good,winter,bad,working
5566,high,US,high,low,medium,low,regular,bad,winter,bad,weekend
5567,low,Europe,low,low,medium,low,regular,good,fall,bad,working
5568,high,UK,high,high,high,medium,regular,bad,fall,bad,weekend
5569,low,Europe,low,low,low,medium,regular,bad,winter,bad,working
5570,low,UK,low,medium,high,medium,increased,bad,winter,bad,weekend
5571,low,US,low,low,medium,medium,regular,bad,fall,good,weekend
5572,low,Europe,low,low,high,low,regular,bad,winter,bad,weekend
5573,high,US,low,high,high,medium,regular,good,summer,good,working
5574,high,Europe,low,low,low,low,regular,good,fall,good,working
5575,low,Europe,low,low,low,medium,regular,good,summer,good,working
5579,high,Europe,low,low,low,low,regular,good,summer,good,working
5580,low,US,low,high,medium,medium,regular,bad,summer,good,working
